Transaction_ID,Date,Year,Month,Quarter,Region,Zone,Channel,Therapy_Area,Product,Quantity,Unit_Price,Unit_Cost,Revenue,Profit
TXN2599,2022-04-26,2022,4,Q2,South,Zone B,Retail Pharmacy,Respiratory,Salbutamol Inhaler,499,315.43,210.53,157399.57,52345.1
TXN2600,2023-07-24,2023,7,Q3,South,Zone B,Retail Pharmacy,Neurology,Pregabalin 75mg,386,759.92,360.19,293329.12,154295.78
TXN2601,2022-04-06,2022,4,Q2,West,Zone D,Retail Pharmacy,Diabetes,Glipizide 5mg,469,393.44,224.58,184523.36,79195.34
TXN2602,2023-10-27,2023,10,Q4,North,Zone A,Retail Pharmacy,Respiratory,Montelukast 10mg,144,210.38,86.54,30294.72,17832.96
TXN2603,2023-05-04,2023,5,Q2,North,Zone A,Hospital,Cardiovascular,Amlodipine 5mg,164,510.98,334.57,83800.72,28931.24
TXN2604,2022-03-17,2022,3,Q1,North,Zone A,Retail Pharmacy,Oncology,Imatinib 100mg,344,473.06,264.87,162732.64,71617.36
TXN2605,2023-11-25,2023,11,Q4,East,Zone C,Distributor,Oncology,Imatinib 100mg,136,707.69,426.61,96245.84,38226.88
TXN2606,2023-02-23,2023,2,Q1,West,Zone D,Retail Pharmacy,Diabetes,Metformin 500mg,426,240.25,159.16,102346.5,34544.34
TXN2607,2023-10-04,2023,10,Q4,West,Zone D,Hospital,Respiratory,Montelukast 10mg,62,764.76,467.14,47415.12,18452.44
TXN2608,2022-02-06,2022,2,Q1,West,Zone D,Distributor,Oncology,Imatinib 100mg,373,162.04,87.62,60440.92,27758.66
TXN2609,2022-07-22,2022,7,Q3,East,Zone C,Hospital,Neurology,Levetiracetam 250mg,260,361.78,223.76,94062.8,35885.2
TXN2610,2023-11-24,2023,11,Q4,West,Zone D,Hospital,Neurology,Pregabalin 75mg,215,480.82,292.67,103376.3,40452.25
TXN2611,2023-05-01,2023,5,Q2,South,Zone B,Retail Pharmacy,Cardiovascular,Amlodipine 5mg,370,629.56,283.63,232937.2,127994.1
TXN2612,2022-05-04,2022,5,Q2,North,Zone A,Hospital,Respiratory,Montelukast 10mg,259,149.11,86.28,38619.49,16272.97
TXN2613,2023-01-22,2023,1,Q1,East,Zone C,Distributor,Respiratory,Montelukast 10mg,400,238.7,114.96,95480.0,49496.0
TXN2614,2022-05-17,2022,5,Q2,North,Zone A,Hospital,Diabetes,Glipizide 5mg,198,275.6,128.8,54568.8,29066.4
TXN2615,2023-10-04,2023,10,Q4,West,Zone D,Distributor,Neurology,Levetiracetam 250mg,275,275.17,153.91,75671.75,33346.5
TXN2616,2022-12-09,2022,12,Q4,North,Zone A,Hospital,Respiratory,Salbutamol Inhaler,468,297.16,152.88,139070.88,67523.04
TXN2617,2023-03-13,2023,3,Q1,East,Zone C,Distributor,Neurology,Levetiracetam 250mg,68,387.79,230.35,26369.72,10705.92
TXN2618,2023-03-08,2023,3,Q1,North,Zone A,Hospital,Neurology,Levetiracetam 250mg,320,285.89,174.41,91484.8,35673.6
TXN2619,2023-04-06,2023,4,Q2,South,Zone B,Distributor,Oncology,Imatinib 100mg,457,624.97,317.89,285611.29,140335.56
TXN2620,2022-03-16,2022,3,Q1,East,Zone C,Distributor,Respiratory,Salbutamol Inhaler,461,269.22,160.65,124110.42,50050.77
TXN2621,2022-12-25,2022,12,Q4,South,Zone B,Hospital,Cardiovascular,Telmisartan 40mg,490,179.33,115.62,87871.7,31217.9
TXN2622,2022-12-11,2022,12,Q4,North,Zone A,Retail Pharmacy,Neurology,Levetiracetam 250mg,356,534.69,219.45,190349.64,112225.44
TXN2623,2023-10-24,2023,10,Q4,North,Zone A,Distributor,Cardiovascular,Amlodipine 5mg,127,688.46,435.59,87434.42,32114.49
TXN2624,2023-06-26,2023,6,Q2,East,Zone C,Retail Pharmacy,Diabetes,Glipizide 5mg,240,171.67,84.63,41200.8,20889.6
TXN2625,2022-12-23,2022,12,Q4,East,Zone C,Hospital,Diabetes,Glipizide 5mg,162,203.34,86.48,32941.08,18931.32
TXN2626,2023-07-12,2023,7,Q3,South,Zone B,Distributor,Cardiovascular,Telmisartan 40mg,154,66.73,38.89,10276.42,4287.36
TXN2627,2023-05-04,2023,5,Q2,South,Zone B,Hospital,Oncology,Capecitabine 500mg,444,617.66,255.89,274241.04,160625.88
TXN2628,2023-10-17,2023,10,Q4,West,Zone D,Hospital,Neurology,Levetiracetam 250mg,217,312.51,179.41,67814.67,28882.7
TXN2629,2022-08-10,2022,8,Q3,East,Zone C,Retail Pharmacy,Diabetes,Sitagliptin 50mg,232,757.73,460.73,175793.36,68904.0
TXN2630,2022-06-19,2022,6,Q2,West,Zone D,Distributor,Respiratory,Salbutamol Inhaler,193,531.6,217.55,102598.8,60611.65
TXN2631,2022-06-15,2022,6,Q2,North,Zone A,Retail Pharmacy,Neurology,Levetiracetam 250mg,395,553.48,385.81,218624.6,66229.65
TXN2632,2023-12-06,2023,12,Q4,South,Zone B,Distributor,Cardiovascular,Atorvastatin 10mg,353,97.16,57.01,34297.48,14172.95
TXN2633,2022-02-13,2022,2,Q1,West,Zone D,Hospital,Respiratory,Salbutamol Inhaler,73,755.86,353.85,55177.78,29346.73
TXN2634,2023-05-16,2023,5,Q2,South,Zone B,Retail Pharmacy,Cardiovascular,Atorvastatin 10mg,80,378.12,180.29,30249.6,15826.4
TXN2635,2023-02-17,2023,2,Q1,North,Zone A,Hospital,Neurology,Pregabalin 75mg,486,676.15,330.07,328608.9,168194.88
TXN2636,2023-03-23,2023,3,Q1,West,Zone D,Retail Pharmacy,Respiratory,Montelukast 10mg,322,370.37,159.47,119259.14,67909.8
TXN2637,2023-03-10,2023,3,Q1,West,Zone D,Distributor,Diabetes,Metformin 500mg,151,250.3,133.17,37795.3,17686.63
TXN2638,2022-11-11,2022,11,Q4,North,Zone A,Retail Pharmacy,Cardiovascular,Telmisartan 40mg,350,190.06,105.12,66521.0,29729.0
TXN2639,2022-05-27,2022,5,Q2,South,Zone B,Hospital,Oncology,Capecitabine 500mg,186,178.26,94.08,33156.36,15657.48
TXN2640,2022-11-11,2022,11,Q4,North,Zone A,Distributor,Oncology,Imatinib 100mg,239,309.88,179.33,74061.32,31201.45
TXN2641,2023-07-25,2023,7,Q3,North,Zone A,Distributor,Respiratory,Salbutamol Inhaler,376,725.49,414.31,272784.24,117003.68
TXN2642,2022-08-15,2022,8,Q3,North,Zone A,Distributor,Respiratory,Montelukast 10mg,418,459.39,230.36,192025.02,95734.54
TXN2643,2023-05-13,2023,5,Q2,West,Zone D,Retail Pharmacy,Oncology,Imatinib 100mg,487,711.16,398.16,346334.92,152431.0
TXN2644,2023-07-03,2023,7,Q3,West,Zone D,Distributor,Neurology,Levetiracetam 250mg,296,700.09,371.67,207226.64,97212.32
TXN2645,2023-02-06,2023,2,Q1,West,Zone D,Hospital,Oncology,Imatinib 100mg,159,160.52,97.64,25522.68,9997.92
TXN2646,2022-04-19,2022,4,Q2,West,Zone D,Retail Pharmacy,Diabetes,Glipizide 5mg,387,85.55,49.95,33107.85,13777.2
TXN2647,2023-05-09,2023,5,Q2,North,Zone A,Hospital,Respiratory,Montelukast 10mg,348,689.86,328.52,240071.28,125746.32
TXN2648,2022-02-08,2022,2,Q1,North,Zone A,Retail Pharmacy,Cardiovascular,Atorvastatin 10mg,181,137.3,56.52,24851.3,14621.18
TXN2649,2023-01-23,2023,1,Q1,East,Zone C,Distributor,Neurology,Levetiracetam 250mg,185,790.75,428.61,146288.75,66995.9
TXN2650,2023-09-21,2023,9,Q3,North,Zone A,Distributor,Diabetes,Sitagliptin 50mg,195,598.41,358.63,116689.95,46757.1
TXN2651,2023-05-23,2023,5,Q2,North,Zone A,Distributor,Diabetes,Metformin 500mg,410,758.89,374.98,311144.9,157403.1
TXN2652,2023-06-04,2023,6,Q2,East,Zone C,Hospital,Cardiovascular,Atorvastatin 10mg,340,246.45,149.51,83793.0,32959.6
TXN2653,2023-08-27,2023,8,Q3,North,Zone A,Retail Pharmacy,Cardiovascular,Atorvastatin 10mg,467,183.67,120.81,85773.89,29355.62
TXN2654,2023-12-03,2023,12,Q4,South,Zone B,Retail Pharmacy,Neurology,Pregabalin 75mg,124,322.35,220.96,39971.4,12572.36
TXN2655,2023-05-15,2023,5,Q2,North,Zone A,Distributor,Respiratory,Salbutamol Inhaler,242,188.95,130.24,45725.9,14207.82
TXN2656,2022-11-26,2022,11,Q4,East,Zone C,Distributor,Neurology,Pregabalin 75mg,464,775.98,384.9,360054.72,181461.12
TXN2657,2022-06-01,2022,6,Q2,South,Zone B,Retail Pharmacy,Diabetes,Sitagliptin 50mg,436,233.07,144.2,101618.52,38747.32
TXN2658,2022-10-10,2022,10,Q4,West,Zone D,Hospital,Cardiovascular,Amlodipine 5mg,185,749.72,354.28,138698.2,73156.4
TXN2659,2023-01-20,2023,1,Q1,South,Zone B,Retail Pharmacy,Neurology,Pregabalin 75mg,191,608.23,328.5,116171.93,53428.43
TXN2660,2022-01-21,2022,1,Q1,West,Zone D,Hospital,Diabetes,Glipizide 5mg,443,503.8,305.6,223183.4,87802.6
TXN2661,2022-04-19,2022,4,Q2,West,Zone D,Hospital,Respiratory,Montelukast 10mg,303,792.42,413.69,240103.26,114755.19
TXN2662,2022-06-03,2022,6,Q2,West,Zone D,Distributor,Diabetes,Sitagliptin 50mg,72,240.41,151.24,17309.52,6420.24
TXN2663,2023-09-06,2023,9,Q3,West,Zone D,Distributor,Respiratory,Salbutamol Inhaler,344,389.42,258.71,133960.48,44964.24
TXN2664,2022-07-10,2022,7,Q3,West,Zone D,Retail Pharmacy,Respiratory,Montelukast 10mg,303,717.47,468.94,217393.41,75304.59
TXN2665,2023-09-07,2023,9,Q3,South,Zone B,Hospital,Neurology,Pregabalin 75mg,242,361.94,177.93,87589.48,44530.42
TXN2666,2023-05-14,2023,5,Q2,East,Zone C,Distributor,Oncology,Capecitabine 500mg,308,578.06,276.33,178042.48,92932.84
TXN2667,2022-08-05,2022,8,Q3,West,Zone D,Retail Pharmacy,Diabetes,Metformin 500mg,402,492.03,297.81,197796.06,78076.44
TXN2668,2022-07-22,2022,7,Q3,West,Zone D,Distributor,Neurology,Pregabalin 75mg,286,398.3,257.0,113913.8,40411.8
TXN2669,2022-11-03,2022,11,Q4,East,Zone C,Hospital,Diabetes,Glipizide 5mg,391,458.76,214.32,179375.16,95576.04
TXN2670,2022-09-10,2022,9,Q3,South,Zone B,Distributor,Oncology,Imatinib 100mg,297,63.28,41.67,18794.16,6418.17
TXN2671,2023-08-14,2023,8,Q3,East,Zone C,Retail Pharmacy,Cardiovascular,Amlodipine 5mg,447,125.52,66.16,56107.44,26533.92
TXN2672,2023-09-17,2023,9,Q3,North,Zone A,Hospital,Cardiovascular,Telmisartan 40mg,81,302.28,181.86,24484.68,9754.02
TXN2673,2023-06-09,2023,6,Q2,East,Zone C,Distributor,Respiratory,Salbutamol Inhaler,481,351.22,227.94,168936.82,59297.68
TXN2674,2023-08-13,2023,8,Q3,West,Zone D,Hospital,Respiratory,Montelukast 10mg,414,790.99,502.33,327469.86,119505.24
TXN2675,2022-05-02,2022,5,Q2,East,Zone C,Distributor,Neurology,Pregabalin 75mg,380,456.65,304.47,173527.0,57828.4
TXN2676,2022-10-21,2022,10,Q4,South,Zone B,Distributor,Respiratory,Montelukast 10mg,358,567.11,391.56,203025.38,62846.9
TXN2677,2022-03-21,2022,3,Q1,South,Zone B,Hospital,Cardiovascular,Atorvastatin 10mg,210,133.73,71.89,28083.3,12986.4
TXN2678,2023-04-14,2023,4,Q2,North,Zone A,Retail Pharmacy,Oncology,Capecitabine 500mg,352,457.65,298.46,161092.8,56034.88
TXN2679,2022-07-06,2022,7,Q3,North,Zone A,Distributor,Diabetes,Metformin 500mg,328,81.53,47.24,26741.84,11247.12
TXN2680,2023-12-23,2023,12,Q4,East,Zone C,Hospital,Respiratory,Montelukast 10mg,372,331.74,146.73,123407.28,68823.72
TXN2681,2022-02-08,2022,2,Q1,North,Zone A,Distributor,Diabetes,Sitagliptin 50mg,355,477.79,299.55,169615.45,63275.2
TXN2682,2023-10-19,2023,10,Q4,West,Zone D,Retail Pharmacy,Cardiovascular,Amlodipine 5mg,69,139.55,88.6,9628.95,3515.55
TXN2683,2023-07-04,2023,7,Q3,South,Zone B,Distributor,Neurology,Pregabalin 75mg,73,581.11,377.62,42421.03,14854.77
TXN2684,2023-01-19,2023,1,Q1,South,Zone B,Retail Pharmacy,Diabetes,Sitagliptin 50mg,421,367.92,203.37,154894.32,69275.55
TXN2685,2023-07-16,2023,7,Q3,South,Zone B,Distributor,Cardiovascular,Telmisartan 40mg,472,681.48,367.42,321658.56,148236.32
TXN2686,2022-05-25,2022,5,Q2,North,Zone A,Hospital,Respiratory,Montelukast 10mg,389,141.72,92.77,55129.08,19041.55
TXN2687,2022-06-03,2022,6,Q2,East,Zone C,Hospital,Respiratory,Montelukast 10mg,55,656.27,314.37,36094.85,18804.5
TXN2688,2023-07-03,2023,7,Q3,West,Zone D,Retail Pharmacy,Respiratory,Montelukast 10mg,258,115.28,56.03,29742.24,15286.5
TXN2689,2022-02-26,2022,2,Q1,East,Zone C,Retail Pharmacy,Diabetes,Metformin 500mg,495,559.88,360.17,277140.6,98856.45
TXN2690,2023-04-24,2023,4,Q2,South,Zone B,Hospital,Respiratory,Salbutamol Inhaler,191,83.42,53.0,15933.22,5810.22
TXN2691,2023-01-18,2023,1,Q1,North,Zone A,Retail Pharmacy,Respiratory,Montelukast 10mg,118,704.6,450.31,83142.8,30006.22
TXN2692,2022-08-13,2022,8,Q3,North,Zone A,Distributor,Respiratory,Montelukast 10mg,250,762.47,489.27,190617.5,68300.0
TXN2693,2023-03-10,2023,3,Q1,North,Zone A,Hospital,Respiratory,Salbutamol Inhaler,335,339.29,227.69,113662.15,37386.0
TXN2694,2023-08-18,2023,8,Q3,South,Zone B,Distributor,Cardiovascular,Telmisartan 40mg,472,291.03,119.69,137366.16,80872.48
TXN2695,2022-04-13,2022,4,Q2,East,Zone C,Retail Pharmacy,Cardiovascular,Telmisartan 40mg,201,87.44,38.01,17575.44,9935.43
TXN2696,2023-12-16,2023,12,Q4,East,Zone C,Distributor,Diabetes,Metformin 500mg,449,487.82,236.34,219031.18,112914.52
TXN2697,2022-12-01,2022,12,Q4,West,Zone D,Retail Pharmacy,Oncology,Capecitabine 500mg,343,626.06,407.44,214738.58,74986.66
TXN2698,2023-10-25,2023,10,Q4,West,Zone D,Retail Pharmacy,Oncology,Capecitabine 500mg,160,337.15,188.1,53944.0,23848.0
TXN2699,2022-02-17,2022,2,Q1,East,Zone C,Retail Pharmacy,Cardiovascular,Atorvastatin 10mg,142,717.27,417.89,101852.34,42511.96
TXN2700,2022-12-26,2022,12,Q4,East,Zone C,Hospital,Respiratory,Salbutamol Inhaler,285,453.87,302.98,129352.95,43003.65
TXN2701,2023-06-03,2023,6,Q2,South,Zone B,Hospital,Respiratory,Montelukast 10mg,100,571.85,391.91,57185.0,17994.0
TXN2702,2022-11-02,2022,11,Q4,South,Zone B,Retail Pharmacy,Cardiovascular,Amlodipine 5mg,306,794.19,412.21,243022.14,116885.88
TXN2703,2022-02-26,2022,2,Q1,South,Zone B,Distributor,Oncology,Imatinib 100mg,89,213.7,96.01,19019.3,10474.41
TXN2704,2022-11-09,2022,11,Q4,North,Zone A,Distributor,Neurology,Levetiracetam 250mg,330,138.8,87.0,45804.0,17094.0
TXN2705,2022-05-20,2022,5,Q2,South,Zone B,Hospital,Neurology,Pregabalin 75mg,321,264.25,174.25,84824.25,28890.0
TXN2706,2022-04-17,2022,4,Q2,East,Zone C,Distributor,Respiratory,Salbutamol Inhaler,332,117.41,51.61,38980.12,21845.6
TXN2707,2022-02-23,2022,2,Q1,South,Zone B,Hospital,Diabetes,Sitagliptin 50mg,446,762.12,532.74,339905.52,102303.48
TXN2708,2022-12-13,2022,12,Q4,South,Zone B,Hospital,Diabetes,Sitagliptin 50mg,319,470.79,242.54,150182.01,72811.75
TXN2709,2022-05-03,2022,5,Q2,North,Zone A,Retail Pharmacy,Diabetes,Glipizide 5mg,253,140.81,92.85,35624.93,12133.88
TXN2710,2022-05-06,2022,5,Q2,West,Zone D,Distributor,Diabetes,Metformin 500mg,332,608.85,266.75,202138.2,113577.2
TXN2711,2022-05-18,2022,5,Q2,South,Zone B,Hospital,Neurology,Levetiracetam 250mg,323,387.01,237.07,125004.23,48430.62
TXN2712,2022-11-19,2022,11,Q4,North,Zone A,Hospital,Respiratory,Montelukast 10mg,493,378.5,186.31,186600.5,94749.67
TXN2713,2023-02-12,2023,2,Q1,West,Zone D,Hospital,Cardiovascular,Amlodipine 5mg,353,715.12,439.49,252437.36,97297.39
TXN2714,2022-01-15,2022,1,Q1,West,Zone D,Retail Pharmacy,Neurology,Levetiracetam 250mg,250,430.92,277.11,107730.0,38452.5
TXN2715,2022-06-07,2022,6,Q2,South,Zone B,Hospital,Cardiovascular,Amlodipine 5mg,412,473.97,224.95,195275.64,102596.24
TXN2716,2023-12-05,2023,12,Q4,West,Zone D,Distributor,Oncology,Imatinib 100mg,204,57.68,23.46,11766.72,6980.88
TXN2717,2023-10-26,2023,10,Q4,South,Zone B,Retail Pharmacy,Diabetes,Sitagliptin 50mg,303,145.57,82.05,44107.71,19246.56
TXN2718,2022-04-12,2022,4,Q2,West,Zone D,Hospital,Respiratory,Salbutamol Inhaler,141,584.14,250.25,82363.74,47078.49
TXN2719,2023-12-14,2023,12,Q4,West,Zone D,Distributor,Neurology,Pregabalin 75mg,378,663.66,266.59,250863.48,150092.46
TXN2720,2022-12-26,2022,12,Q4,East,Zone C,Hospital,Oncology,Imatinib 100mg,465,218.78,118.81,101732.7,46486.05
TXN2721,2023-08-19,2023,8,Q3,West,Zone D,Distributor,Cardiovascular,Amlodipine 5mg,223,794.88,555.18,177258.24,53453.1
TXN2722,2023-06-12,2023,6,Q2,North,Zone A,Distributor,Neurology,Levetiracetam 250mg,428,275.14,172.49,117759.92,43934.2
TXN2723,2022-05-16,2022,5,Q2,South,Zone B,Retail Pharmacy,Respiratory,Montelukast 10mg,208,617.47,304.33,128433.76,65133.12
TXN2724,2022-07-08,2022,7,Q3,East,Zone C,Distributor,Neurology,Pregabalin 75mg,134,654.46,287.43,87697.64,49182.02
TXN2725,2023-10-26,2023,10,Q4,South,Zone B,Distributor,Diabetes,Glipizide 5mg,451,739.65,414.17,333582.15,146791.48
TXN2726,2023-02-17,2023,2,Q1,East,Zone C,Retail Pharmacy,Respiratory,Salbutamol Inhaler,446,179.49,72.46,80052.54,47735.38
TXN2727,2023-03-25,2023,3,Q1,East,Zone C,Distributor,Cardiovascular,Telmisartan 40mg,133,72.93,50.39,9699.69,2997.82
TXN2728,2023-02-11,2023,2,Q1,West,Zone D,Retail Pharmacy,Respiratory,Montelukast 10mg,62,355.5,202.39,22041.0,9492.82
TXN2729,2022-09-24,2022,9,Q3,South,Zone B,Distributor,Cardiovascular,Amlodipine 5mg,499,656.83,447.66,327758.17,104375.83
TXN2730,2022-10-26,2022,10,Q4,West,Zone D,Hospital,Respiratory,Montelukast 10mg,197,390.81,211.92,76989.57,35241.33
TXN2731,2022-01-20,2022,1,Q1,East,Zone C,Retail Pharmacy,Neurology,Levetiracetam 250mg,448,256.23,113.13,114791.04,64108.8
TXN2732,2022-04-01,2022,4,Q2,North,Zone A,Hospital,Neurology,Pregabalin 75mg,184,139.15,91.13,25603.6,8835.68
TXN2733,2023-10-03,2023,10,Q4,West,Zone D,Hospital,Neurology,Levetiracetam 250mg,339,499.78,252.39,169425.42,83865.21
TXN2734,2022-12-07,2022,12,Q4,East,Zone C,Retail Pharmacy,Cardiovascular,Amlodipine 5mg,190,100.27,67.05,19051.3,6311.8
TXN2735,2022-12-12,2022,12,Q4,East,Zone C,Retail Pharmacy,Oncology,Capecitabine 500mg,283,576.3,361.28,163092.9,60850.66
TXN2736,2023-12-26,2023,12,Q4,East,Zone C,Retail Pharmacy,Respiratory,Montelukast 10mg,198,591.4,393.38,117097.2,39207.96
TXN2737,2022-12-23,2022,12,Q4,West,Zone D,Hospital,Oncology,Imatinib 100mg,264,681.69,440.99,179966.16,63544.8
TXN2738,2023-10-23,2023,10,Q4,North,Zone A,Retail Pharmacy,Neurology,Pregabalin 75mg,98,292.65,192.27,28679.7,9837.24
TXN2739,2023-08-16,2023,8,Q3,East,Zone C,Hospital,Cardiovascular,Amlodipine 5mg,457,171.97,88.81,78590.29,38004.12
TXN2740,2022-10-27,2022,10,Q4,West,Zone D,Hospital,Diabetes,Glipizide 5mg,415,736.92,356.16,305821.8,158015.4
TXN2741,2023-04-14,2023,4,Q2,North,Zone A,Hospital,Respiratory,Montelukast 10mg,152,180.04,77.33,27366.08,15611.92
TXN2742,2022-03-05,2022,3,Q1,South,Zone B,Retail Pharmacy,Diabetes,Metformin 500mg,102,674.17,440.84,68765.34,23799.66
TXN2743,2022-02-01,2022,2,Q1,West,Zone D,Distributor,Respiratory,Montelukast 10mg,396,168.37,74.28,66674.52,37259.64
TXN2744,2023-12-17,2023,12,Q4,West,Zone D,Hospital,Respiratory,Montelukast 10mg,289,514.01,274.04,148548.89,69351.33
TXN2745,2022-09-02,2022,9,Q3,South,Zone B,Retail Pharmacy,Diabetes,Sitagliptin 50mg,181,681.15,360.55,123288.15,58028.6
TXN2746,2022-05-27,2022,5,Q2,North,Zone A,Retail Pharmacy,Respiratory,Montelukast 10mg,302,163.52,70.48,49383.04,28098.08
TXN2747,2022-06-04,2022,6,Q2,North,Zone A,Distributor,Respiratory,Montelukast 10mg,308,181.42,114.73,55877.36,20540.52
TXN2748,2022-02-06,2022,2,Q1,North,Zone A,Distributor,Oncology,Imatinib 100mg,62,354.42,145.08,21974.04,12979.08
TXN2749,2023-07-08,2023,7,Q3,South,Zone B,Hospital,Cardiovascular,Atorvastatin 10mg,438,589.99,251.04,258415.62,148460.1
TXN2750,2023-05-22,2023,5,Q2,North,Zone A,Retail Pharmacy,Diabetes,Glipizide 5mg,144,784.44,539.66,112959.36,35248.32
TXN2751,2023-09-11,2023,9,Q3,East,Zone C,Hospital,Diabetes,Glipizide 5mg,50,518.22,218.59,25911.0,14981.5
TXN2752,2023-08-12,2023,8,Q3,South,Zone B,Distributor,Diabetes,Glipizide 5mg,496,482.69,316.87,239414.24,82246.72
TXN2753,2023-02-01,2023,2,Q1,South,Zone B,Retail Pharmacy,Oncology,Capecitabine 500mg,400,385.92,190.17,154368.0,78300.0
TXN2754,2022-11-23,2022,11,Q4,West,Zone D,Retail Pharmacy,Cardiovascular,Telmisartan 40mg,481,269.36,171.28,129562.16,47176.48
TXN2755,2022-11-11,2022,11,Q4,East,Zone C,Hospital,Diabetes,Metformin 500mg,476,68.1,39.71,32415.6,13513.64
TXN2756,2023-05-07,2023,5,Q2,West,Zone D,Retail Pharmacy,Oncology,Imatinib 100mg,368,258.32,128.89,95061.76,47630.24
TXN2757,2023-07-26,2023,7,Q3,South,Zone B,Distributor,Neurology,Levetiracetam 250mg,479,658.12,349.54,315239.48,147809.82
TXN2758,2022-03-17,2022,3,Q1,South,Zone B,Retail Pharmacy,Diabetes,Glipizide 5mg,499,144.04,65.81,71875.96,39036.77
TXN2759,2023-08-22,2023,8,Q3,East,Zone C,Distributor,Neurology,Levetiracetam 250mg,440,292.28,157.58,128603.2,59268.0
TXN2760,2022-07-08,2022,7,Q3,East,Zone C,Hospital,Oncology,Imatinib 100mg,317,592.99,354.95,187977.83,75458.68
TXN2761,2022-01-03,2022,1,Q1,North,Zone A,Hospital,Diabetes,Metformin 500mg,168,309.98,142.73,52076.64,28098.0
TXN2762,2022-05-06,2022,5,Q2,West,Zone D,Distributor,Oncology,Imatinib 100mg,102,461.94,222.61,47117.88,24411.66
TXN2763,2022-02-10,2022,2,Q1,North,Zone A,Hospital,Diabetes,Sitagliptin 50mg,486,189.88,86.05,92281.68,50461.38
TXN2764,2023-05-08,2023,5,Q2,West,Zone D,Retail Pharmacy,Diabetes,Sitagliptin 50mg,67,246.48,171.02,16514.16,5055.82
TXN2765,2023-01-22,2023,1,Q1,East,Zone C,Distributor,Neurology,Pregabalin 75mg,390,776.17,532.64,302706.3,94976.7
TXN2766,2022-10-14,2022,10,Q4,West,Zone D,Distributor,Cardiovascular,Atorvastatin 10mg,169,614.7,324.17,103884.3,49099.57
TXN2767,2022-01-20,2022,1,Q1,West,Zone D,Retail Pharmacy,Oncology,Capecitabine 500mg,452,300.65,166.98,135893.8,60418.84
TXN2768,2022-08-25,2022,8,Q3,East,Zone C,Retail Pharmacy,Respiratory,Salbutamol Inhaler,105,646.73,381.24,67906.65,27876.45
TXN2769,2023-11-01,2023,11,Q4,South,Zone B,Retail Pharmacy,Cardiovascular,Telmisartan 40mg,172,622.14,362.33,107008.08,44687.32
TXN2770,2023-10-01,2023,10,Q4,East,Zone C,Distributor,Cardiovascular,Amlodipine 5mg,189,552.64,250.1,104448.96,57180.06
TXN2771,2023-01-17,2023,1,Q1,North,Zone A,Hospital,Cardiovascular,Atorvastatin 10mg,121,147.05,69.92,17793.05,9332.73
TXN2772,2022-12-22,2022,12,Q4,East,Zone C,Retail Pharmacy,Oncology,Capecitabine 500mg,256,439.57,279.04,112529.92,41095.68
TXN2773,2022-03-13,2022,3,Q1,South,Zone B,Retail Pharmacy,Diabetes,Metformin 500mg,319,223.38,112.39,71258.22,35405.81
TXN2774,2023-06-24,2023,6,Q2,North,Zone A,Hospital,Neurology,Levetiracetam 250mg,483,323.79,214.94,156390.57,52574.55
TXN2775,2023-03-08,2023,3,Q1,South,Zone B,Distributor,Oncology,Imatinib 100mg,267,504.15,274.98,134608.05,61188.39
TXN2776,2023-03-19,2023,3,Q1,West,Zone D,Hospital,Respiratory,Montelukast 10mg,486,360.06,151.87,174989.16,101180.34
TXN2777,2023-09-06,2023,9,Q3,North,Zone A,Hospital,Cardiovascular,Telmisartan 40mg,200,729.58,333.18,145916.0,79280.0
TXN2778,2023-04-13,2023,4,Q2,South,Zone B,Retail Pharmacy,Cardiovascular,Amlodipine 5mg,377,654.26,293.43,246656.02,136032.91
TXN2779,2022-05-23,2022,5,Q2,East,Zone C,Hospital,Cardiovascular,Amlodipine 5mg,205,781.58,517.13,160223.9,54212.25
TXN2780,2023-03-26,2023,3,Q1,North,Zone A,Distributor,Diabetes,Sitagliptin 50mg,165,588.7,282.24,97135.5,50565.9
TXN2781,2022-10-26,2022,10,Q4,East,Zone C,Hospital,Oncology,Capecitabine 500mg,110,145.81,58.54,16039.1,9599.7
TXN2782,2023-09-17,2023,9,Q3,South,Zone B,Distributor,Cardiovascular,Atorvastatin 10mg,387,125.21,62.71,48456.27,24187.5
TXN2783,2023-01-25,2023,1,Q1,West,Zone D,Distributor,Neurology,Levetiracetam 250mg,394,253.45,148.14,99859.3,41492.14
TXN2784,2022-11-17,2022,11,Q4,West,Zone D,Retail Pharmacy,Respiratory,Montelukast 10mg,365,503.86,295.13,183908.9,76186.45
TXN2785,2022-04-04,2022,4,Q2,West,Zone D,Hospital,Neurology,Pregabalin 75mg,65,691.7,469.1,44960.5,14469.0
TXN2786,2022-01-01,2022,1,Q1,East,Zone C,Hospital,Cardiovascular,Telmisartan 40mg,420,777.56,466.81,326575.2,130515.0
TXN2787,2023-01-04,2023,1,Q1,East,Zone C,Distributor,Respiratory,Salbutamol Inhaler,481,292.0,166.87,140452.0,60187.53
TXN2788,2023-01-12,2023,1,Q1,East,Zone C,Hospital,Neurology,Levetiracetam 250mg,123,377.58,234.91,46442.34,17548.41
TXN2789,2022-02-26,2022,2,Q1,North,Zone A,Hospital,Diabetes,Glipizide 5mg,354,139.44,94.43,49361.76,15933.54
